TRANSPORTISTA,CD,FECHA,SEMANA,MES ,PLACAS,FUENTE,REPORTE,SISTEMA,ESTADO,CRITICIDAD,FECHA SOLUCIÓN,DÍAS DE CIERRE,DÍAS PARA CIERRE,CUMPLIMIENTO MTTO COR,META,META RT,PORCENTAJE DE RESPUESTA TALLER,OBSERVACIONES,EVIDENCIAS ANTES,EVIDENCIAS DESPUES
Logisticos,La Arenosa,2/1/2026,1,Enero,COVEN015,Checklist T2,Tiene la carpa rota de ambos lados y las llantas mordiquiadas de ambos lados le faltan las correa y los malacate,CARPAS/ESTERAS,Cerrado,0,1/5/2026,,,,80%,,,,https://drive.google.com/file/d/1wQlLw7xc9sWXCoVldKRNBgeGcPXPKJBS/view?usp=drivesdk,https://drive.google.com/file/d/15HapvEisrQ4sEUtzsoVKVWaS3_-D9cyS/view?usp=drivesdk
Logisticos,La Arenosa,2/1/2026,1,Enero,COVEN015,Checklist T2,Tiene la carpa rota de ambos lados y las llantas mordisquiadas de ambos lados,CARPAS/ESTERAS,Cerrado,0,1/5/2026,,,,80%,,,,https://drive.google.com/file/d/1wr1JwwkvJwZVKJWO0guN3V7UuZ6EoVZ5/view?usp=drivesdk,
Logisticos,La Arenosa,4/1/2026,1,Enero,COJTX435,Checklist T2,Tiene la defensa delantera como la trasera machucada y las llantas mordisquiadas de ambos lados y con boquete,CARROCERÍA BOTELLERA,Cerrado,0,1/7/2026,,,,80%,,,,,
Logisticos,La Arenosa,4/1/2026,1,Enero,COJTX435,Checklist T2,Tiene la defensa delantera machucada y las llantas mordisquiadas de ambos lados y la defensa trasera dobladas,CARROCERÍA BOTELLERA,Cerrado,0,1/7/2026,,,,80%,,,,,
Logisticos,La Arenosa,4/1/2026,1,Enero,COVEN064,Checklist T2,El vehículo tiene una fuga en el sistema de aire,FRENOS,Cerrado,0,,,,,80%,,,,,
Logisticos,La Arenosa,4/1/2026,1,Enero,COJTX923,Checklist T2,Retrovisor partido del lado del conductor conductor,,Abierto,1,,,,,80%,,,,,
Logisticos,La Arenosa,4/1/2026,1,Enero,COJTX923,Checklist T2,Retrovisor partido lado del conductor,ESPEJOS Y VIDRIOS,Cerrado,1,1/5/2026,1.00,0,100%,80%,50%,100%,Se reemplaza retrovisor por uno de stock ,,
Logisticos,La Arenosa,3/1/2026,1,Enero,COLJU874,Checklist T2,Revisar luces de parqueo están trabajando 50 % el vidrio del lado del conductor está dañado y los retrovisores auxiliares están ausente,ESPEJOS Y VIDRIOS,Cerrado,0,,,,,80%,,,,,
Logisticos,La Arenosa,2/1/2026,1,Enero,COVCM612,Checklist T2,Sale como está en el patio con una carretilla y con el retrovisor de lado el conductor partido la pasta,CARRETILLAS,Cerrado,0,,,,,80%,,,,,
Logisticos,La Arenosa,4/1/2026,1,Enero,COJTX918,Checklist T2,Sale una carretilla y un cono luna partida las derecha,CARRETILLAS,Cerrado,1,1/5/2026,1.00,0,100%,80%,50%,100%,"Se habilita carretilla, y se solicita recambio de conos por USO",,
Logisticos,La Arenosa,3/1/2026,1,Enero,COLCN033,Checklist T2,Tiene la defensa delantera doblada y el retrovisor del lado del conductor el espejo rayado y las llantas mordisquiadas de ambos lados y la defensa trasera dobladas,CARROCERÍA BOTELLERA,Cerrado,0,,,,,80%,,,,,
Logisticos,La Arenosa,2/1/2026,1,Enero,COVEN015,Checklist T2,Tiene la defensa delantera rayada del lado del auxiliar y las llantas mordisquiadas de ambos lados con boquete y la carpa rota,GOLPES Y RAYONES,Cerrado,0,,,,,80%,,,,,
Logisticos,La Arenosa,3/1/2026,1,Enero,COLJU874,Checklist T2,Vidrio del lado del conductor no funciona luz de parqueo están trabajando 50 % retrovisores auxiliares ambos lados ausente,ESPEJOS Y VIDRIOS,Cerrado,0,,,,,80%,,,,,
Logisticos,La Arenosa,6/1/2026,2,Enero,COVEN015,Checklist T2,Ojo retornando como salio,AUDIBLE,Cerrado,0,1/9/2026,,,,80%,,,,,
Logisticos,La Arenosa,7/1/2026,2,Enero,COLCN040,Checklist T2,Tiene la defensa delantera como la trasera machucada y las llantas mordisquiadas de ambos lados,CARROCERÍA BOTELLERA,Cerrado,0,1/10/2026,,,,80%,,,,,
Logisticos,La Arenosa,8/1/2026,2,Enero,COVEN055,Checklist T2,Camión en malas condiciones no acto para una buena operación.,OTRA,Cerrado,0,1/11/2026,,,,80%,,,,,
Logisticos,La Arenosa,10/1/2026,2,Enero,COKSP873,Checklist T2,La sexta llanta está en mal estado está toda con voquetes,LLANTAS,Cerrado,0,1/13/2026,,,,80%,,,,,
Logisticos,La Arenosa,7/1/2026,2,Enero,COVEK254,Checklist T2,El carro bota la reversa tiene un olor aceite quemado y pierde fuerza subiendo lomas,TRANSMISION,Cerrado,0,,,,,80%,,,,,
Logisticos,La Arenosa,5/1/2026,2,Enero,COVCM612,Checklist T2,El retrovisor del lado del conductor partido y las llantas mordisquiadas de ambos lados y la defensa delantera partida y la carpa rota,ESPEJOS Y VIDRIOS,Cerrado,0,,,,,80%,,,Se reemplaza retrovisor por uno de stock ,,
Logisticos,La Arenosa,10/1/2026,2,Enero,COJTX437,Checklist T2,Espejo retrovisor auxiliar lado izquierdo partido y el otro ausente del mismo lado,ESPEJOS Y VIDRIOS,Cerrado,1,2/2/2026,23.00,-22,0%,80%,50%,0%,,,
Logisticos,La Arenosa,5/1/2026,2,Enero,COVEN064,Checklist T2,Fuga de aire,FRENOS,Abierto,1,,,,,80%,,,,,
Logisticos,La Arenosa,5/1/2026,2,Enero,COVEN055,Checklist T2,Golpe trasero llantas mordidas,GOLPES Y RAYONES,Cerrado,0,,,,,80%,,,,,
Logisticos,La Arenosa,9/1/2026,2,Enero,COVEN015,Checklist T2,Los estribo no bajan falta de mantenimiento carpa rotas sin cono y una sola carretilla,CARROCERÍA BOTELLERA,Abierto,2,,,,,80%,,,,,
,,5/1/2026,2,Enero,COTGL313,Checklist T2,Luces delanteras permanecen encendidas,LUCES,Cerrado,0,,,,,80%,,,,,
Logisticos,La Arenosa,7/1/2026,2,Enero,COVEP930,Checklist T2,Notiene carretilla ni cono,CARRETILLAS,Cerrado,0,,,,,80%,,,,,
Punto Corona,La Arenosa,8/1/2026,2,Enero,COJTY663,Checklist T2,Retrovisor izquierdo malo,ESPEJOS Y VIDRIOS,Cerrado,0,,,,,80%,,,,,
Punto Corona,La Arenosa,10/1/2026,2,Enero,COLPZ371,Checklist T2,"Retrovisor izquierdo media luna partido 
Envío si a la preoperacional para agilizar la salida porque si envío no sale flota no acto para salir Autorizado por los jefes de punto corona la salida 
Las fallas las envío en retorno",ESPEJOS Y VIDRIOS,Cerrado,0,,,,,80%,,,,,
Punto Corona,La Arenosa,8/1/2026,2,Enero,COVCL818,Checklist T2,Tiene el talco de las luces partido y le falta la luna del lado del auxiliar y la defensa delantera partida y le faltan las correa y los malacate y la carpa rota y las llantas mordisquiadas de ambos lados y rajada y el retrovisor partido del lado de arriba,GOLPES Y RAYONES,Cerrado,0,,,,,80%,,,,,
Logisticos,La Arenosa,10/1/2026,2,Enero,COLCN033,Checklist T2,Tiene la defensa delantera doblada y las llantas mordisquiadas de ambos lados y el el espejo del retrovisor rayado y el de la defensa de trasera doblado,GOLPES Y RAYONES,Cerrado,0,,,,,80%,,,,,
Logisticos,La Arenosa,6/1/2026,2,Enero,COLCN033,Checklist T2,Tiene la defensa delantera doblada y rayada y las llantas mordisquiadas de ambos lados y la trasera tambien,GOLPES Y RAYONES,Cerrado,0,,,,,80%,,,,,
Punto Corona,La Arenosa,8/1/2026,2,Enero,COVCL818,Checklist T2,Tiene la defensa delantera partida le falta la luna del lado del auxiliar le faltan las correa y los malacate y las llantas mordisquiadas de ambos lados y la carpa rota,CARPAS/ESTERAS,Abierto,1,,,,,80%,,,,,
Punto Corona,La Arenosa,9/1/2026,2,Enero,COVCL818,Checklist T2,Tiene la defensa delantera partida le falta la luna del lado del auxiliar y el talco de la luces partido y la carpa rota y le faltan las correa y los malacate,GOLPES Y RAYONES,Abierto,1,,,,,80%,,,,,
Punto Corona,La Arenosa,9/1/2026,2,Enero,COVCL818,Checklist T2,Tiene la defensa delantera partida y lefalta la luna del lado de lado del auxiliar y el talco de las luces partido,,Abierto,1,,,,,80%,,,,,
Logisticos,La Arenosa,10/1/2026,2,Enero,COLCN033,Checklist T2,Tiene las llantas mordisquiadas de ambos lados y la defensa delantera machucada como la trasera y el espejo del retrovisor rayadao,ESPEJOS Y VIDRIOS,Cerrado,3,15/01/2026,5.00,25,100%,80%,50%,83%,Se revisa en turno pm y se borra marca con un limpion,,
Punto Corona,La Arenosa,5/1/2026,2,Enero,COJTY668,Checklist T2,Vidrio auxiliar lado izquierdo partido llantas picadas,,Abierto,1,,,,,80%,,,,,
Logisticos,La Arenosa,12/1/2026,3,Enero,COVCM612,Checklist T2,No se ve el kilometraje,ELÉCTRICO,Cerrado,0,,,,,80%,,,Se valida informacion por computadora abordo,,
Punto Corona,La Arenosa,13/1/2026,3,Enero,COLJT743,Checklist T2,LJT743 AVECES NO LE RESPONDE EL BAJO Y QUEDA EN NEUTRO,MOTOR,Cerrado,0,1/16/2026,,,,80%,,,,,
Logisticos,La Arenosa,13/1/2026,3,Enero,COKSP213,Checklist T2,"Llantas comidas en las puntas, detalles varios detalles en el bumper ojito con eso",CABINA,Cerrado,0,1/16/2026,,,,80%,,,,,
Punto Corona,La Arenosa,14/1/2026,3,Enero,COVCL818,Checklist T2,Camión no acto para conducir.,OTRA,Cerrado,0,1/17/2026,,,,80%,,,,,
Punto Corona,La Arenosa,14/1/2026,3,Enero,COVCL818,Checklist T2,Puerta de copiloto no abre por dentro.,PUERTAS,Cerrado,0,,,,,80%,,,,,
Logisticos,La Arenosa,15/1/2026,3,Enero,COLCN033,Checklist T2,Puerta del conductor no abre por dentro solo por fuera,ESPEJOS Y VIDRIOS,Cerrado,0,1/18/2026,,,,80%,,,,,
Punto Corona,La Arenosa,13/1/2026,3,Enero,COKSP215,Checklist T2,Escalapie partido,CARROCERÍA BOTELLERA,Abierto,3,,,,,80%,,,,,
Logisticos,La Arenosa,17/1/2026,3,Enero,COJTX918,Checklist T2,Le falta la llanta de repuesto tiene las llantas mordisquiadas de ambos lados y la estera machucada de ambos lados y no tiene carretilla ni cono,LLANTAS,Cerrado,3,5/8/2026,111.00,-81,0%,80%,50%,0%,"Las llantas segun revisión mensual tenia novedade
 de hombro pero tenian vida util",,
Logisticos,La Arenosa,17/1/2026,3,Enero,COVEN055,Checklist T2,Cabina en muy malas condiciones.,CARROCERÍA BOTELLERA,Cerrado,0,1/20/2026,,,,80%,,,,,
Logisticos,La Arenosa,15/1/2026,3,Enero,COLCN040,Checklist T2,Golpe de lantero y trasero,CARROCERÍA BOTELLERA,Cerrado,0,,,,,80%,,,,,
Logisticos,La Arenosa,14/1/2026,3,Enero,COVEL150,Checklist T2,La carpa rota golpeada la defensa,CARPAS/ESTERAS,Cerrado,0,,,,,80%,,,Corte inferior a 1 mt ,,
Logisticos,La Arenosa,7/1/2026,2,Enero,COVEL150,Checklist T2,Estribo amarrado,CARROCERÍA BOTELLERA,Cerrado,0,,,,,80%,,,,,
Logisticos,La Arenosa,12/1/2026,3,Enero,COJTX923,Checklist T2,La defensa rayada,GOLPES Y RAYONES,Cerrado,0,,,,,80%,,,,,
Logisticos,La Arenosa,15/1/2026,3,Enero,COKSP873,Checklist T2,Problemas de flasher no marca direccionales ni parqueo.,LUCES,Cerrado,0,,,,,80%,,,,,
Logisticos,La Arenosa,15/1/2026,3,Enero,COVEL950,Checklist T2,Retrovisor lado copiloto está roto no da visualidad lateral,ESPEJOS Y VIDRIOS,Cerrado,0,,,,,80%,,,,,
Logisticos,La Arenosa,16/1/2026,3,Enero,COLJT741,Checklist T2,Tiene la defensa delantera rayada machuacada y las llantas mordisquiadas de ambos lados,GOLPES Y RAYONES,Cerrado,0,,,,,80%,,,,,
Logisticos,La Arenosa,17/1/2026,3,Enero,COJTX918,Checklist T2,Tiene la las llantas mordisquiadas de ambos lados y la defensa delantera rayada y no tiene cono ni carretilla,CARRETILLAS,Cerrado,1,1/18/2026,1.00,0,100%,80%,50%,100%,Se realiaza reparacion de carretilla y se entregan 2 unidades,,
Punto Corona,La Arenosa,12/1/2026,3,Enero,COKSP219,Checklist T2,Tiene la luna del lado del conductor partido y la defensa delantera machucada y doblada y las llantas mordisquiadas de ambos lados y con boquete y lo estop traseo partido de ambos lados,LUCES,Abierto,1,,,,,80%,,,,,
Logisticos,La Arenosa,15/1/2026,3,Enero,COJTX923,Checklist T2,Tiene la luna delantera partida y las llantas mordisquiadas de ambos lados y la defensa delantera rayada y la trasera tambien,ESPEJOS Y VIDRIOS,Cerrado,1,16/01/2026,1.00,0,100%,80%,50%,100%,,,
Logisticos,La Arenosa,14/1/2026,3,Enero,COVEN055,Checklist T2,Tiene las llantas mordisquiadas de ambos lados y con boquete y la carpa desprendidas y la defensa trasera golpeada y el estop trasero partido,CARPAS/ESTERAS,Cerrado,0,,,,,80%,,,,,
Logisticos,La Arenosa,13/1/2026,3,Enero,COJTX902,Checklist T2,Tiene las llantas mordisquiadas de ambos lados y con boquete y la defensa rayada y no tiene carretilla ni cono,CARRETILLAS,Cerrado,0,,,,,80%,,,,,
Logisticos,La Arenosa,13/1/2026,3,Enero,COJTX902,Checklist T2,Tiene las llantas mordisquiadas y con boquete y la defensa rayada y machucada y no tiene carretilla ni cono,LLANTAS,Cerrado,0,,,,,80%,,,Se valida estado de llantas y tienen leve descagarro en hombros bordillado,,
Logisticos,La Arenosa,16/1/2026,3,Enero,COJTX437,Checklist T2,Un golpe trasero derecho le falta un espejo,OTRA,Cerrado,0,,,,,80%,,,,,
Logisticos,La Arenosa,20/1/2026,4,Enero,COVEN015,Checklist T2,Carpa rota,CARPAS/ESTERAS,Cerrado,0,,,,,80%,,,,,
Logisticos,La Arenosa,20/1/2026,4,Enero,COVEN015,Checklist T2,Carpa rota y retorna con una sola carretilla y sin cono,CARPAS/ESTERAS,Cerrado,0,,,,,80%,,,,,
Logisticos,La Arenosa,23/1/2026,4,Enero,COJTX437,Checklist T2,Carretilla un cono,CARRETILLAS,Cerrado,0,,,,,80%,,,S,,
Logisticos,La Arenosa,19/1/2026,4,Enero,COKSP873,Checklist T2,Tiene el estribo del lado del conductor partido y la defensa delantera machucada y partida y las llantas mordisquiada de ambos lados y la parte trasera del lado de arriba partida y un dida,MOTOR,Cerrado,0,10/2/2025,,,,80%,,,,,
Logisticos,La Arenosa,19/1/2026,4,Enero,COVCL949,Checklist T2,CARPA DAÑADA,CARPAS/ESTERAS,Cerrado,0,10/3/2025,,,,80%,,,,,
Logisticos,La Arenosa,20/1/2026,4,Enero,COVEN015,Checklist T2,Golpe delantero y trasero carpa rota,CARPAS/ESTERAS,Cerrado,0,,,,,80%,,,,,
Logisticos,La Arenosa,19/1/2026,4,Enero,COVCL945,Checklist T2,Tacómetro muestra testigo nivel de agua bajo,ESPEJOS Y VIDRIOS,Cerrado,0,1/22/2026,,,,80%,,,,,
Logisticos,La Arenosa,20/1/2026,4,Enero,COJTX918,Checklist T2,Tiene las llantas mordisquiadas de ambos lados y la defensa delantera como la trasera estan rayada,LLANTAS,Cerrado,3,5/8/2026,108.00,-78,0%,80%,50%,0%,"Las llantas segun revisión mensual tenia novedade
 de hombro pero tenian vida util",,
Punto Corona,La Arenosa,20/1/2026,4,Enero,COKSP219,Checklist T2,Las llantas hay unas ya arecostadas alos bordillo,LLANTAS,Cerrado,0,1/23/2026,,,,80%,,,,,
Logisticos,La Arenosa,21/1/2026,4,Enero,COVEP930,Checklist T2,La defensa rota la carpa rota,CARPAS/ESTERAS,Cerrado,0,,,,,80%,,,,,
Logisticos,La Arenosa,21/1/2026,4,Enero,COVCM612,Checklist T2,Tiene la defensa delantera partida y las llantas mordisquiadas de ambos lados y la carpa rota y le faltan las correa y los malacate y tiene una sola carretilla y dos cono,KIT SEGURIDAD,Cerrado,0,9/11/2025,,,,80%,,,,,
Logisticos,La Arenosa,21/1/2026,4,Enero,COLJU874,Checklist T2,Llanta mala de atrás izquierda,LLANTAS,Cerrado,0,9/14/2025,,,,80%,,,,,
Logisticos,La Arenosa,21/1/2026,4,Enero,COVEL150,Checklist T2,"Sin carretilla sin cono 
Y el estribo del lado del copiloto está está sin seguro está amarrado con una correa",LUCES,Cerrado,2,9/15/2025,-128.00,143,100%,80%,50%,953%,,,
Logisticos,La Arenosa,21/1/2026,4,Enero,COVEK254,Checklist T2,Revisar suspensión delantera,CABINA,Cerrado,0,1/24/2026,,,,80%,,,,,
TEV,La Arenosa,22/1/2026,4,Enero,COVEN041,Checklist T2,La silla en mal estado del lado del conductor,OTRA,Cerrado,0,9/7/2025,,,,80%,,,,,
Punto Corona,La Arenosa,22/1/2026,4,Enero,COLJT743,Checklist T2,Tiene la defensa delantera dobladas y las llantas mordisquiadas de ambos lados y la de fensa trasera doblada de ambos lados,OTRA,Cerrado,0,1/25/2026,,,,80%,,,,,
Logisticos,La Arenosa,23/1/2026,4,Enero,COVCM612,Checklist T2,Las llantas estan regulares,ELÉCTRICO,Cerrado,0,1/26/2026,,,,80%,,,,,
Logisticos,La Arenosa,23/1/2026,4,Enero,COKSP873,Checklist T2,Tiene la defensa delantera machucada y partida y las llantas mordisquiadas de ambos lados y la parte trasera partida y el estop del lado derecho undido,ELÉCTRICO,Cerrado,0,1/26/2026,,,,80%,,,,,
Logisticos,La Arenosa,24/1/2026,4,Enero,COJTX923,Checklist T2,Fuga de aire en la silla del conductor,FRENOS,Cerrado,1,1/25/2026,1.00,0,100%,80%,50%,100%,Se corrige en mantto preventivo -  OT_0090134_001 -- RUTINA PREVENTIVA ELECTRICA #2 MV BAVARIA 27/01/2026,,
Logisticos,La Arenosa,24/1/2026,4,Enero,COLJU875,Checklist T2,Un golpe trasero izquierdo le falta un espejo derecho,GOLPES Y RAYONES,Cerrado,0,,,,,80%,,,,,
TEV,La Arenosa,25/1/2026,4,Enero,COLGU444,Checklist T2,Lamina de alante partida del lado del conductor,CARPAS/ESTERAS,Cerrado,0,8/24/2025,,,,80%,,,,,
Logisticos,La Arenosa,24/1/2026,4,Enero,COLJU874,Checklist T2,No hay carretilla,CARRETILLAS,Cerrado,2,1/25/2026,1.00,14,100%,80%,50%,93%,Se realiza reparación de carretilla dejandolas en el vehiculo,,
Logisticos,La Arenosa,24/1/2026,4,Enero,COLJT741,Checklist T2,Queda un cono en el vehículo,KIT CARRETERA,Abierto,2,,,,,80%,,,,,
Logisticos,La Arenosa,24/1/2026,4,Enero,COJTX923,Checklist T2,Tiene la defensa delantera rayada y las llantas mordisquiada de ambos lados y machucado el parte delantera del lado del conductor y la luna delantera del lado del conductor partida,ESPEJOS Y VIDRIOS,Cerrado,0,,,,,80%,,,Se corrige afectacion en luna capot LH,,
Logisticos,La Arenosa,24/1/2026,4,Enero,COLJU875,Checklist T2,Un golpe trasero izquierdo un a luna rota la carroseria rayada,GOLPES Y RAYONES,Cerrado,0,,,,,80%,,,,,
Logisticos,La Arenosa,26/1/2026,5,Enero,COVEN064,Checklist T2,Camión en mal estado cabina no acta para una buena operación.,OTRA,Cerrado,0,,,,,80%,,,,,
Punto Corona,La Arenosa,27/1/2026,5,Enero,COVCL818,Checklist T2,Vehículo VCL818 demora para encender,KIT SEGURIDAD,Cerrado,0,8/13/2025,,,,80%,,,,,
Logisticos,La Arenosa,27/1/2026,5,Enero,COVCM612,Checklist T2,Carpa rota de la parte de abajo lado derecho no se puede leer el kilometraje,KIT CARRETERA,Cerrado,0,8/17/2025,,,,80%,,,,,
Logisticos,La Arenosa,27/1/2026,5,Enero,COJTX437,Checklist T2,Realizar mantenimiento al cuerpo de aceleración,FRENOS,Cerrado,0,8/17/2025,,,,80%,,,,,
Logisticos,La Arenosa,26/1/2026,5,Enero,COJTX437,Checklist T2,Le falta una luna tiene golpe de lavado izquierdo golpe trasero y delantero,LUCES,Cerrado,0,,,,,80%,,,,,
Logisticos,La Arenosa,27/1/2026,5,Enero,COKSP873,Checklist T2,Sale como está en el patio con el espejo del lado del copiloto estillado,FRENOS,Cerrado,0,8/17/2025,,,,80%,,,,,
Logisticos,La Arenosa,28/1/2026,5,Enero,COVEN064,Checklist T2,La parte trasera golpe derecho la defensa rota,LLANTAS,Cerrado,3,8/6/2025,-175.00,205,100%,80%,50%,683%,,,
Logisticos,La Arenosa,28/1/2026,5,Enero,COVEN015,Checklist T2,Tiene la defensa delantera rayada rayada y los estribo de ambos ldos rayado y las llantas mordisquiadas de ambos lados y la carpa rota de ambos lados,GOLPES Y RAYONES,Cerrado,0,,,,,80%,,,,,
Logisticos,La Arenosa,29/1/2026,5,Enero,COVCM612,Checklist T2,"Camión en mal estado, golpes y cavina no acta para una buena operación.",ELÉCTRICO,Cerrado,3,8/3/2025,-179.00,209,100%,80%,50%,697%,,,
Logisticos,La Arenosa,29/1/2026,5,Enero,COVEL950,Checklist T2,Si carretilla sin cono tal como salio,ESPEJOS Y VIDRIOS,Cerrado,0,,,,,80%,,,,,
Punto Corona,La Arenosa,29/1/2026,5,Enero,COLPZ372,Checklist T2,Llanta en mal estado llanta trasera izquierda,SILLAS,Cerrado,0,2/1/2026,,,,80%,,,,,
Logisticos,La Arenosa,30/1/2026,5,Enero,COVEN064,Checklist T2,Rotura parte trasera,ESPEJOS Y VIDRIOS,Cerrado,0,,,,,80%,,,,,
Logisticos,La Arenosa,30/1/2026,5,Enero,COVEN998,Checklist T2,Golpe trasero izquierdo y delantero carpa rota golpeada,GOLPES Y RAYONES,Abierto,3,,,,,80%,,,,,
Logisticos,La Arenosa,30/1/2026,5,Enero,COVEN998,Checklist T2,Un golpe trasero izquierdo y delantero carpa rota,GOLPES Y RAYONES,Abierto,3,,,,,80%,,,,,
Logisticos,La Arenosa,31/1/2026,5,Enero,COKSP226,Checklist T2,El vidrio no le baja,CARPAS/ESTERAS,Cerrado,1,7/3/2025,-212.00,213,100%,80%,50%,0%,,,
Logisticos,La Arenosa,31/1/2026,5,Enero,COKSP226,Checklist T2,No lavaja el bidrio,ESPEJOS Y VIDRIOS,Cerrado,0,,,,,80%,,,,,
Logisticos,La Arenosa,31/1/2026,5,Enero,COTMV884,Checklist T2,Tiene golpe del lado izquierdo delantero y parte derecha trasera tiene un hueco farola delantera partida,GOLPES Y RAYONES,Cerrado,0,,,,,80%,,,,,
Logisticos,La Arenosa,31/1/2026,5,Enero,COVEN055,Checklist T2,Tiene las llantas mordisquiadas de ambos lados el paral del lado izquierdo doblado y undido y le faltan las correa y los malacate y el estribo del lado del auxiliar rayado y la carpa desprendida,SILLAS,Cerrado,3,7/13/2025,-202.00,232,100%,80%,50%,773%,,,
Logisticos,La Arenosa,30/1/2026,5,Enero,COVEN015,Checklist T2,Tiene la carpa rota de ambos lados y las llantas mordisquiadas de ambos lados y la defensa delantera rayada y los perdaño del lado izquierdo doblado y la parte trasera esta undida,ESPEJOS Y VIDRIOS,Abierto,3,,,,,80%,,,,,
Logisticos,La Arenosa,26/1/2026,5,Enero,COLJT741,Checklist T2,Tiene la defensa delantera rayada y golpeada y las llantas mordisquiadas de ambos lados yesta undido y machucado en la parte trasera del lado izquierdo y no tiene carretilla ni cono,KIT CARRETERA,Cerrado,0,,,,,80%,,,,,
Logisticos,La Arenosa,27/1/2026,5,Enero,COJTX902,Checklist T2,Tiene la defensa delantera rayada y las llantas mordisquiadas de ambos lados y la defensa trasera doblada y el espejo del lado del auxiliar esta rajado,ESPEJOS Y VIDRIOS,Cerrado,1,1/28/2026,1.00,0,100%,80%,50%,100%,Se realiza desmonte de luna y se realiza cambio de espejo,,
Logisticos,La Arenosa,26/1/2026,5,Enero,COLJT741,Checklist T2,Tiene las llantas mordisquiadas de ambos lados y la defensa delantera machucada y rayada y tiene una carretilla y sin cono,CARROCERÍA BOTELLERA,Cerrado,0,,,,,80%,,,,,
Logisticos,La Arenosa,27/1/2026,5,Enero,COLCN045,Checklist T2,Un golpe de lantero cabina rayada y la carroseria,GOLPES Y RAYONES,Cerrado,0,,,,,80%,,,,,
Logisticos,La Arenosa,26/1/2026,5,Enero,COKSP226,Checklist T2,"Vidrio del conductor no baja 
Una carretilla 
Un cono",CARPAS/ESTERAS,Cerrado,0,,,,,80%,,,,,
TEV,La Arenosa,5/2/2026,6,Febrero,COVEN982,Checklist T2,El vehículo Ya estando en ruta al llegar al punto de venta empieza a botar el líquido refrigerante,REFRIGERACIÓN,Abierto,1,,,,,80%,,,,,
Logisticos,La Arenosa,3/2/2026,6,Febrero,COKSP226,Checklist T2,el vidrio de puertas no sirve,ESPEJOS Y VIDRIOS,Cerrado,0,,,,,80%,,,Se habilita elevavidrio terminal suelto,,
Logisticos,La Arenosa,5/2/2026,6,Febrero,COKSP226,Checklist T2,Golpe de lantero y trasero derecho llanta mordida,LLANTAS,Abierto,3,,,,,80%,,,,,
Logisticos,La Arenosa,4/2/2026,6,Febrero,COLCN049,Checklist T2,Golpe delantero y trasero izquierdo y delantero La carroseria rayada,CARROCERÍA BOTELLERA,Cerrado,0,,,,,80%,,,,,
Logisticos,La Arenosa,2/2/2026,6,Febrero,COVEK254,Checklist T2,La reversa del carro Vel 254 se pone y después la vota,,Abierto,1,,,,,80%,,,,,
Logisticos,La Arenosa,6/2/2026,6,Febrero,COKSP213,Checklist T2,Las llantas mordidas cabina rayada la carroseria tratando,LLANTAS,Cerrado,0,,,,,80%,,,,,
TEV,La Arenosa,6/2/2026,6,Febrero,COLCN042,Checklist T2,Limpiavidrios en mal estado,,Abierto,1,,,,,80%,,,,,
Logisticos,La Arenosa,3/2/2026,6,Febrero,COVEK254,Checklist T2,No tiene carretilla ni cono y las llantas mordisquiadas de ambos lados y le faltan las correa y los malacates,CARRETILLAS,Cerrado,0,,,,,80%,,,,,
Logisticos,La Arenosa,2/2/2026,6,Febrero,COKSP226,Checklist T2,Parte del conductor muy baja,LLANTAS,Cerrado,0,,,,,80%,,,Se envia a Llanteria ,,
Logisticos,La Arenosa,2/2/2026,6,Febrero,COKSP873,Checklist T2,Tiene la defensa delantera machucada y doblada y las llantas mordisquiadas de ambos lados y la parte trasera partida,CARROCERÍA BOTELLERA,Cerrado,0,2/5/2026,,,,80%,,,,,
Punto Corona,La Arenosa,2/2/2026,6,Febrero,COVCL818,Checklist T2,Vehículo presenta una farola quemada la del lado izquierdo,LUCES,Cerrado,2,2/5/2026,3.00,12,100%,80%,50%,80%,,,
Logisticos,La Arenosa,4/2/2026,6,Febrero,COLCN040,Checklist T2,Las llantas regulares,LLANTAS,Cerrado,0,,,,,80%,,,,,
Logisticos,La Arenosa,4/2/2026,6,Febrero,COKSP873,Checklist T2,Tiene el estribo partido del lado del conductor tiene las llantas mordisquiadas de ambos lados y parte trasera del lados derecho partido y la defensa delantera machucada y doblada,LLANTAS,Cerrado,0,2/7/2026,,,,80%,,,,,
Logisticos,La Arenosa,4/2/2026,6,Febrero,COVEN064,Checklist T2,Vehículo retorna con carpa rota,CARPAS/ESTERAS,Cerrado,2,2/7/2026,3.00,12,100%,80%,50%,80%,,,
Logisticos,La Arenosa,5/2/2026,6,Febrero,COKSP873,Checklist T2,Ojo dos carretilla yuncono,,Abierto,2,,,,,80%,,,,,
Logisticos,La Arenosa,4/2/2026,6,Febrero,COVEN064,Checklist T2,Vehículo retorna con la carpa rota,CARPAS/ESTERAS,Cerrado,2,2/7/2026,3.00,12,100%,80%,50%,80%,,,
Logisticos,La Arenosa,4/2/2026,6,Febrero,COVEK257,Checklist T2,"Ojo ojo ojo 
Tiene un sinido extraño en la direccion 
Ojo",DIRECCIÓN,Cerrado,0,,,,,80%,,,,,
