TRANSPORTISTA,CD,FECHA,SEMANA,MES ,PLACAS,FUENTE,REPORTE,SISTEMA,ESTADO,CRITICIDAD,FECHA SOLUCIÓN,DÍAS DE CIERRE,DÍAS PARA CIERRE,CUMPLIMIENTO MTTO COR,META,META RT,PORCENTAJE DE RESPUESTA TALLER,OBSERVACIONES,EVIDENCIAS ANTES,EVIDENCIAS DESPUES
Logisticos,Galapa,11/8/2026,33,Agosto,COKSP237,Checklist T2,No,,,,,,,,80%,,,,,
Logisticos,Galapa,11/8/2026,33,Agosto,COVEK729,Checklist T2,adjunto video,,,,,,,,80%,,,,,
Logisticos,Galapa,11/8/2026,33,Agosto,COLCM500,Checklist T2,Ok,,,,,,,,80%,,,,,
Logisticos,Galapa,11/8/2026,33,Agosto,COVEO276,Checklist T2,"Defensa delantera rayada, no tiene cono, paral trasero lado derecho partido, carpa lado derecho rota arriba y estribu lado derecho partido",,,,,,,,80%,,,,,
Logisticos,Galapa,11/8/2026,33,Agosto,COVEL589,Checklist T2,Ojo plumillas en mal estado ojo,,,,,,,,80%,,,,,
Logisticos,Galapa,11/8/2026,33,Agosto,COLCM500,Checklist T2,Ok,,,,,,,,80%,,,,,
Surticerveza Pacheco SAS,Galapa,11/8/2026,33,Agosto,COPSX403,Checklist T2,Carpa rota cámara lateral derecho dañada y llanta de repuesto explotada,,,,,,,,80%,,,,,
Surticervezas Pacheco SAS,Galapa,11/8/2026,33,Agosto,COPSX943,Checklist T2,"La llanta de repuesto no la tiene 
 La defensa trasera está doblada",,,,,,,,80%,,,,,
Logisticos,Galapa,11/8/2026,33,Agosto,COKSP211,Checklist T2,Sin llanta de repuesto camara de reversa dañada direccionales derecho partido,,,,,,,,80%,,,,,
Logisticos,Galapa,11/8/2026,33,Agosto,COJTZ359,Checklist T2,Bien,,,,,,,,80%,,,,,
Logisticos,Galapa,11/8/2026,33,Agosto,COVEN030,Checklist T2,Bien salida,,,,,,,,80%,,,,,
Logisticos,Galapa,11/8/2026,33,Agosto,COJTX436,Checklist T2,Ol,,,,,,,,80%,,,,,
Logisticos,Galapa,11/8/2026,33,Agosto,COVEK261,Checklist T2,Tiene fuga de aire las luces de las farolas no se ven el cinturón del medio se pega no corre la perilla dela barra se despego,,,,,,,,80%,,,,,
Logisticos,Galapa,11/8/2026,33,Agosto,COVEL186,Checklist T2,Falta aceite hidráulico en la botella,,,,,,,,80%,,,,,
Logisticos,Galapa,10/8/2026,33,Agosto,COVCM617,Checklist T2,El carro está disponible por la batería,,,,,,,,80%,,,,,
Logisticos,Galapa,10/8/2026,33,Agosto,COVCL944,Checklist T2,No cuenta con cámaras de reversa ni laterales se deja con sus 2 carretillas y 1 cono,,,,,,,,80%,,,,,
Logisticos,Galapa,10/8/2026,33,Agosto,COVEL587,Checklist T2,"Vehículo con poca fuerza. 
 Stop izquierdo posterior golpeado. 
 Pasta defensa anterior partida en la mitad.",,,,,,,,80%,,,,,
Surticerveza Pacheco SAS,Galapa,10/8/2026,33,Agosto,COPSX403,Checklist T2,Carpa rota cámara lateral derecho dañada y llanta de repuesto explotada,,,,,,,,80%,,,,,
Logisticos,Galapa,10/8/2026,33,Agosto,COJTX436,Checklist T2,"Espejo pequeño delantero partido. 
 Espejo pequeño izquierdo partido. 
 Estera trasera derecha en mal estado ,no cierra se alza está torcida",,,,,,,,80%,,,,,
Logisticos,Galapa,10/8/2026,33,Agosto,COKSP229,Checklist T2,Luces de parqueo y direccionales están fijos estop traseros mal estado,,,,,,,,80%,,,,,
Logisticos,Galapa,10/8/2026,33,Agosto,COVEL588,Checklist T2,Sin kilos de limpieza,,,,,,,,80%,,,,,
Logisticos,Galapa,10/8/2026,33,Agosto,COVCM617,Checklist T2,Los bornes de la batería desgastado,,,,,,,,80%,,,,,
Logisticos,Galapa,10/8/2026,33,Agosto,COVCM617,Checklist T2,Los bornes de la batería en mal estado,,,,,,,,80%,,,,,
Surticervezas Pacheco SAS,Galapa,10/8/2026,33,Agosto,COPSX943,Checklist T2,"La defensa trasera está doblada 
 No tiene llanta de reversa 
 La cinta reflectiva no la tiene",,,,,,,,80%,,,,,
Logisticos,Galapa,10/8/2026,33,Agosto,COVEL942,Checklist T2,No,,,,,,,,80%,,,,,
Logisticos,Galapa,10/8/2026,33,Agosto,COVEM266,Checklist T2,No cuenta con cámaras de reversa ni laterales se deja con sus 2 carretillas y 2 conos KIT de aseo,,,,,,,,80%,,,,,
Logisticos,Galapa,10/8/2026,33,Agosto,COVEL589,Checklist T2,Ojo plumillas en mal estado ojo,,,,,,,,80%,,,,,
Logisticos,Galapa,10/8/2026,33,Agosto,COVEL587,Checklist T2,"Stop posterior izquierdo golpeado. 
 Defensa golpeada 
 Con Kit de aseo",,,,,,,,80%,,,,,
Logisticos,Galapa,10/8/2026,33,Agosto,COVEK261,Checklist T2,Tiene fuga de aire las luces de las farolas no se ven el cinturón del medio se pega no corre la perilla dela barra se despego,,,,,,,,80%,,,,,
Logisticos,Galapa,10/8/2026,33,Agosto,COVEL186,Checklist T2,Igual como salio,,,,,,,,80%,,,,,
Surticerveza Pacheco SAS,Galapa,10/8/2026,33,Agosto,COLCM493,Checklist T2,No tiene planta de rrepuesto no tiene botiquines,,,,,,,,80%,,,,,
Logisticos,Galapa,10/8/2026,33,Agosto,COVEL942,Checklist T2,No,,,,,,,,80%,,,,,
Logisticos,Galapa,10/8/2026,33,Agosto,COJTX436,Checklist T2,"Defensa delantera rayada, espejo auxiliar delantera lado derecho partido, espejo auxiliar lado izquierdo partido, defensa tracera doblada lado lado izquierdo y no tiene cono",,,,,,,,80%,,,,,
Logisticos,Galapa,10/8/2026,33,Agosto,COVCL944,Checklist T2,el carro tiene beri beri y las cortinas son una falda,,,,,,,,80%,,,,,
Logisticos,Galapa,10/8/2026,33,Agosto,COKSP229,Checklist T2,Luces de parqueo y direccionales están fijas estop traseros mal estado,,,,,,,,80%,,,,,
Surticerveza Pacheco SAS,Galapa,10/8/2026,33,Agosto,COPSX403,Checklist T2,Carpa rota cámara lateral derecho dañada y llanta de repuesto esplotada,,,,,,,,80%,,,,,
Logisticos,Galapa,10/8/2026,33,Agosto,COVEK729,Checklist T2,anexo video,,,,,,,,80%,,,,,
Logisticos,Galapa,10/8/2026,33,Agosto,COVEL156,Checklist T2,Ok,,,,,,,,80%,,,,,
Logisticos,Galapa,10/8/2026,33,Agosto,COKSP237,Checklist T2,No,,,,,,,,80%,,,,,
Logisticos,Galapa,10/8/2026,33,Agosto,COVEN097,Checklist T2,Carpa dañada los ganchos sueltos,,,,,,,,80%,,,,,
Logisticos,Galapa,10/8/2026,33,Agosto,COKSP229,Checklist T2,Luces de parqueo y direccionales están fijos estop traseros mal estado,,,,,,,,80%,,,,,
Logisticos,Galapa,10/8/2026,33,Agosto,COVEL589,Checklist T2,Plumillas en mal estado ojo,,,,,,,,80%,,,,,
Logisticos,Galapa,10/8/2026,33,Agosto,COXMC415,Checklist T2,Esto partido derecho. Golpe del lado derecho de atras,,,,,,,,80%,,,,,
Logisticos,Galapa,10/8/2026,33,Agosto,COLCM500,Checklist T2,Ok,,,,,,,,80%,,,,,
Logisticos,Galapa,10/8/2026,33,Agosto,COVEM266,Checklist T2,Arreglar luces de la carrocería arreglar fuga de aire del motor Arreglar escalapie del lado acompañante,,,,,,,,80%,,,,,
Logisticos,Galapa,10/8/2026,33,Agosto,COVEL186,Checklist T2,Falta aceite hidráulico en la botella.,,,,,,,,80%,,,,,
Logisticos,Galapa,10/8/2026,33,Agosto,COKSP233,Checklist T2,Ninguna,,,,,,,,80%,,,,,
Logisticos,Galapa,10/8/2026,33,Agosto,COVEK261,Checklist T2,Tiene fuga de aire las luces de las farolas no se ven el cinturón del medio no se corre se pega la perrita de la barra sedaño,,,,,,,,80%,,,,,
Logisticos,Galapa,10/8/2026,33,Agosto,COVEL186,Checklist T2,Falta aceite hidráulico en la botella.,,,,,,,,80%,,,,,
Logisticos,Galapa,10/8/2026,33,Agosto,COVEL588,Checklist T2,"Sin soporte del espejo lateral lado conductor, sin kit de limpieza",,,,,,,,80%,,,,,
Logisticos,Galapa,10/8/2026,33,Agosto,COJTX917,Checklist T2,Bien,,,,,,,,80%,,,,,
Surticervezas Pacheco SAS,Galapa,10/8/2026,33,Agosto,COPSX943,Checklist T2,La defensa trasera está doblada,,,,,,,,80%,,,,,
Logisticos,Galapa,9/8/2026,32,Agosto,COVCL951,Checklist T2,"Defensa delantera rayada y partida, paral tracero lado izquierdo partido, platina desprendida lado derecho tresera",,,,,,,,80%,,,,,
Logisticos,Galapa,9/8/2026,32,Agosto,COVCL951,Checklist T2,"Defensa delantera rayada y partida, paral trasero lado izquierdo partido y la platina del lado derecho desprendida",,,,,,,,80%,,,,,
Logisticos,Galapa,8/8/2026,32,Agosto,COVEK261,Checklist T2,Se deja con sus 2 carretillas y 2 conos KIT de aseo,,,,,,,,80%,,,,,
Logisticos,Galapa,8/8/2026,32,Agosto,COVCL944,Checklist T2,Luces muy bajas,,,,,,,,80%,,,,,
Surticerveza Pacheco SAS,Galapa,8/8/2026,32,Agosto,COPSX403,Checklist T2,Carpa rota cámara lateral derecho dañada y llanta de repuesto esplotada,,,,,,,,80%,,,,,
Punto Corona,Galapa,8/8/2026,32,Agosto,COVCM856,Checklist T2,luces para trabajar de noche no aplica llanta # 6 fisura loseta atrás izquierdo no la tiene frenos de servicios están largos,,,,,,,,80%,,,,,
Logisticos,Galapa,8/8/2026,32,Agosto,COLJV116,Checklist T2,"Defensa delantera rayada y doblada, espejo auxiliar delantera lado izquierdo partido, no tiene llanta de repuesto y la pata de la batería no la tiene",,,,,,,,80%,,,,,
Punto Corona,Galapa,8/8/2026,32,Agosto,COUYY058,Checklist T2,No tiene llanta de repuesto,,,,,,,,80%,,,,,
Logisticos,Galapa,8/8/2026,32,Agosto,COKSP233,Checklist T2,Ninguna,,,,,,,,80%,,,,,
Logisticos,Galapa,8/8/2026,32,Agosto,COVEL944,Checklist T2,Cambió de batería,,,,,,,,80%,,,,,
Logisticos,Galapa,8/8/2026,32,Agosto,COVEN030,Checklist T2,Las llantas de los troques,,,,,,,,80%,,,,,
Logisticos,Galapa,8/8/2026,32,Agosto,COKSP221,Checklist T2,"Este carro no tiene luces de direccionales, ni luces de oarqueo",,,,,,,,80%,,,,,
Logisticos,Galapa,8/8/2026,32,Agosto,COKSP221,Checklist T2,"Este carro no le prenden las direccionales, no le prenden las de parqueo, una moto casi ocaciona un accidente se iba metiendo por detrás del camión al momento de hacer una curva",,,,,,,,80%,,,,,
Logisticos,Galapa,8/8/2026,32,Agosto,COUYY192,Checklist T2,Anclaje cinturón del conductor en mal estado.,,,,,,,,80%,,,,,
Logisticos,Galapa,8/8/2026,32,Agosto,COVEJ946,Checklist T2,No cuenta con cámaras de reversa ni laterales se deja con sus 2 carretillas y 2 conos KIT de aseo,,,,,,,,80%,,,,,
Logisticos,Galapa,8/8/2026,32,Agosto,COVEL186,Checklist T2,Igual como salio,,,,,,,,80%,,,,,
Logisticos,Galapa,8/8/2026,32,Agosto,COVEL587,Checklist T2,No,,,,,,,,80%,,,,,
Logisticos,Galapa,8/8/2026,32,Agosto,COVEN097,Checklist T2,La carpa del lado derecho esta sueltas de los ganchos parece una falda,,,,,,,,80%,,,,,
Logisticos,Galapa,8/8/2026,32,Agosto,COVEK261,Checklist T2,Tiene fuga de aire las luces de las farolas no se ven el cinturón del medio se pega no corre la perilla dela barra se despego,,,,,,,,80%,,,,,
Logisticos,Galapa,8/8/2026,32,Agosto,COLJV116,Checklist T2,"Defensa delantera rayada y doblada, no tiene llanta de repuesto, el espejo auxiliar delantera partido lado izquierdo y la tapa no la tiene donde ban las batería",,,,,,,,80%,,,,,
Logisticos,Galapa,8/8/2026,32,Agosto,COVEL186,Checklist T2,Tablero loco,,,,,,,,80%,,,,,
Logisticos,Galapa,8/8/2026,32,Agosto,COLJS638,Checklist T2,Rayones no tiene pantalla de cámara de reversa,,,,,,,,80%,,,,,
Logisticos,Galapa,8/8/2026,32,Agosto,COVEL588,Checklist T2,No tiene kith de aseo,,,,,,,,80%,,,,,
Logisticos,Galapa,8/8/2026,32,Agosto,COJTX436,Checklist T2,"Seguro de las cortinas no sirve. 
 Retrovisor auxiliar izquierdo partido 
 Retrovisor del capó derecho partido 
 Bandeja de apoyo lado derecho golpeada por ende no sale. 
 Sin conos.",,,,,,,,80%,,,,,
Punto Corona,Galapa,8/8/2026,32,Agosto,COVCL817,Checklist T2,Golpes defensa trasera,,,,,,,,80%,,,,,
Logisticos,Galapa,8/8/2026,32,Agosto,COVEN030,Checklist T2,Salida,,,,,,,,80%,,,,,
Logisticos,Galapa,8/8/2026,32,Agosto,COVEM266,Checklist T2,Arreglar fuga de aire del motor Arreglar escalapie del lado acompañante Arreglar luces de la carrocería,,,,,,,,80%,,,,,
Logisticos,Galapa,8/8/2026,32,Agosto,COVEK261,Checklist T2,Tiene fuga de aire las luces de las farolas no se ven el cinturón del medio se pega no se corre la perilla dela barra se despego,,,,,,,,80%,,,,,
Surticerveza Pacheco SAS,Galapa,8/8/2026,32,Agosto,COLCM493,Checklist T2,No tiene planta de rrepuesto no tiene Botquin,,,,,,,,80%,,,,,
Punto Corona,Galapa,8/8/2026,32,Agosto,COUYY058,Checklist T2,"No tiene llanta de repuesto 
 No tiene rache ni pencas",,,,,,,,80%,,,,,
Logisticos,Galapa,8/8/2026,32,Agosto,COKSP237,Checklist T2,Ok,,,,,,,,80%,,,,,
Logisticos,Galapa,8/8/2026,32,Agosto,COJTZ360,Checklist T2,No tiene llanta de repuesto,,,,,,,,80%,,,,,
Logisticos,Galapa,8/8/2026,32,Agosto,COVEL587,Checklist T2,Le faltan 2 parales,,,,,,,,80%,,,,,
TEV,Galapa,8/8/2026,32,Agosto,COVEN994,Checklist T2,"Golpe frontal derecho 
 Direccional izquierdo frontal totiado",,,,,,,,80%,,,,,
Logisticos,Galapa,8/8/2026,32,Agosto,COVCL944,Checklist T2,el carro tiene beri beri al. arrancar,,,,,,,,80%,,,,,
Logisticos,Galapa,8/8/2026,32,Agosto,COVEK258,Checklist T2,Bien,,,,,,,,80%,,,,,
Logisticos,Galapa,8/8/2026,32,Agosto,COKSP211,Checklist T2,Sin llanta de repuesto camara de reversa dañada direccionales derecho partido,,,,,,,,80%,,,,,
Logisticos,Galapa,8/8/2026,32,Agosto,COLCM500,Checklist T2,Ok,,,,,,,,80%,,,,,
Logisticos,Galapa,8/8/2026,32,Agosto,COKSP233,Checklist T2,Ninguna,,,,,,,,80%,,,,,
Surticerveza Pacheco SAS,Galapa,8/8/2026,32,Agosto,COPSX403,Checklist T2,Carpa rota cámara lateral derecho dañada y llanta de repuesto esplotada,,,,,,,,80%,,,,,
Surticerveza Pacheco SAS,Galapa,7/8/2026,32,Agosto,COLCM096,Checklist T2,cámara ni funciona reverso pluma del mofle y punta de la misma averiada cojín tripulación mal estado puerta no habré por dentro defensa delantera rayada,,,,,,,,80%,,,,,
Logisticos,Galapa,7/8/2026,32,Agosto,COVCL944,Checklist T2,"Este carro tiene el cloch en mal estado, el motor cascabeles mucho en primera, no stiene buena iluminación en las lámparas, las carpas en mal estado",,,,,,,,80%,,,,,
Logisticos,Galapa,7/8/2026,32,Agosto,COLJV116,Checklist T2,Sin cámara de reversa ni laterales se deja con sus 2 carretillas y 2 conos KIT de aseo retrovisor lado izquierdo capo partido,,,,,,,,80%,,,,,
Logisticos,Galapa,7/8/2026,32,Agosto,COVEN097,Checklist T2,Ok,,,,,,,,80%,,,,,
Logisticos,Galapa,7/8/2026,32,Agosto,COVEN030,Checklist T2,Bien retorno,,,,,,,,80%,,,,,
Punto Corona,Galapa,7/8/2026,32,Agosto,COKSP179,Checklist T2,seguros de las cortinas mal estado mmm cámaras tracera suelta rayones carrocería parte tracera,,,,,,,,80%,,,,,
Logisticos,Galapa,7/8/2026,32,Agosto,COVEK261,Checklist T2,Tiene fuga de aire las luces de las farolas no se ven el cinturón del medio no se corre la perilla dela barra sedaño,,,,,,,,80%,,,,,
Punto Corona,Galapa,7/8/2026,32,Agosto,COUYY058,Checklist T2,Ninguna,,,,,,,,80%,,,,,
Logisticos,Galapa,7/8/2026,32,Agosto,COKSP232,Checklist T2,Se deja con sus 2 carretillas y 2 conos KIT de aseo,,,,,,,,80%,,,,,
Logisticos,Galapa,7/8/2026,32,Agosto,COKSP211,Checklist T2,Sin llanta de repuesto camara de reversa dañada direccionales derecho partido,,,,,,,,80%,,,,,
Logisticos,Galapa,7/8/2026,32,Agosto,COVEL156,Checklist T2,Rayones en la defensa delantera,,,,,,,,80%,,,,,
Logisticos,Galapa,7/8/2026,32,Agosto,COJTZ359,Checklist T2,Sin espejo auxiliar izquierdo,,,,,,,,80%,,,,,
Logisticos,Galapa,7/8/2026,32,Agosto,COLCM500,Checklist T2,Ok,,,,,,,,80%,,,,,
Logisticos,Galapa,7/8/2026,32,Agosto,COVEL186,Checklist T2,Problema en tablero,,,,,,,,80%,,,,,
Logisticos,Galapa,7/8/2026,32,Agosto,COVEM266,Checklist T2,Arreglar luces de la carrocería arreglar fuga de aire del motor Arreglar escalapie del lado acompañante,,,,,,,,80%,,,,,
Surticerveza Pacheco SAS,Galapa,7/8/2026,32,Agosto,COPSX403,Checklist T2,Carpa rota cámara lateral derecho dañada y llanta de repuesto esplotada,,,,,,,,80%,,,,,
Logisticos,Galapa,7/8/2026,32,Agosto,COVEL587,Checklist T2,Le faltan 2 parales,,,,,,,,80%,,,,,
Logisticos,Galapa,7/8/2026,32,Agosto,COVEK258,Checklist T2,"Defensa delantera rayada y partida, espejo principal mal estado ambos lados, no tiene luces en la cabina, no tiene cono, la silla del medio mal estado, el limpia vidrio no funciona lado derecho, no luces de frenó, no luces de reversa y no suena la reversa",,,,,,,,80%,,,,,
Surticerveza Pacheco SAS,Galapa,7/8/2026,32,Agosto,COVCL952,Checklist T2,Ninguno,,,,,,,,80%,,,,,
Punto Corona,Galapa,7/8/2026,32,Agosto,COVEN005,Checklist T2,Rayado,,,,,,,,80%,,,,,
Logisticos,Galapa,7/8/2026,32,Agosto,COUYY192,Checklist T2,retrovisor no son para este tipo de vehículo.anexo video,,,,,,,,80%,,,,,
Logisticos,Galapa,7/8/2026,32,Agosto,COVEN030,Checklist T2,Salida,,,,,,,,80%,,,,,
Logisticos,Galapa,7/8/2026,32,Agosto,COXMC415,Checklist T2,Bien,,,,,,,,80%,,,,,
Logisticos,Galapa,7/8/2026,32,Agosto,COVEM266,Checklist T2,Arreglar luces de la carrocería arreglar fuga de aire del motor Arreglar escalapie del lado acompañante,,,,,,,,80%,,,,,
Logisticos,Galapa,7/8/2026,32,Agosto,COVEL156,Checklist T2,Rayones en la defensa delantera el carro se descarga,,,,,,,,80%,,,,,
Logisticos,Galapa,7/8/2026,32,Agosto,COKSP229,Checklist T2,Estop traseros mal estado,,,,,,,,80%,,,,,
Logisticos,Galapa,7/8/2026,32,Agosto,COVEL589,Checklist T2,Plumillas en mal estado,,,,,,,,80%,,,,,
Logisticos,Galapa,7/8/2026,32,Agosto,COKSP229,Checklist T2,Estop traseros mal estado,,,,,,,,80%,,,,,
Logisticos,Galapa,7/8/2026,32,Agosto,COVEL926,Checklist T2,"R 
 eptrpovisor izquierdo base malestafo",,,,,,,,80%,,,,,
Logisticos,Galapa,7/8/2026,32,Agosto,COKSP237,Checklist T2,No,,,,,,,,80%,,,,,
Logisticos,Galapa,7/8/2026,32,Agosto,COVEK261,Checklist T2,Tiene fuga de aire las luces de las farolas no se ven el cinturón del medio no se se corre,,,,,,,,80%,,,,,
Logisticos,Galapa,7/8/2026,32,Agosto,COVEL587,Checklist T2,Parales faltan 2,,,,,,,,80%,,,,,
Logisticos,Galapa,7/8/2026,32,Agosto,COVCL944,Checklist T2,la carpa es una falda,,,,,,,,80%,,,,,
Logisticos,Galapa,7/8/2026,32,Agosto,COKSP232,Checklist T2,"Sin llanta de repuesto 
 La Cámara de reversa no funciona",,,,,,,,80%,,,,,
Logisticos,Galapa,7/8/2026,32,Agosto,COKSP211,Checklist T2,Sin llanta de repuesto camara de reversa dañada direccionales derecho partido,,,,,,,,80%,,,,,
Punto Corona,Galapa,7/8/2026,32,Agosto,COUYY058,Checklist T2,Ninguna,,,,,,,,80%,,,,,
Surticerveza Pacheco SAS,Galapa,7/8/2026,32,Agosto,COPSX403,Checklist T2,Carpa rota cámara lateral derecho dañada y llanta de repuesto esplotada,,,,,,,,80%,,,,,
Logisticos,Galapa,7/8/2026,32,Agosto,COVEL186,Checklist T2,Falla en el tablero,,,,,,,,80%,,,,,
Logisticos,Galapa,7/8/2026,32,Agosto,COLCM500,Checklist T2,Ok,,,,,,,,80%,,,,,
Logisticos,Galapa,7/8/2026,32,Agosto,COJTZ359,Checklist T2,Bien,,,,,,,,80%,,,,,
Surticervezas Pacheco SAS,Galapa,7/8/2026,32,Agosto,COPSX943,Checklist T2,La defensa trasera está doblada,,,,,,,,80%,,,,,
Logisticos,Galapa,6/8/2026,32,Agosto,COVEN030,Checklist T2,Bien retorno,,,,,,,,80%,,,,,
Logisticos,Galapa,6/8/2026,32,Agosto,COJTX436,Checklist T2,Se deja con sus 2 carretillas y 2 conos KIT de aseo retrovisor lado derecho capo partido y lado izquierdo puerta partido,,,,,,,,80%,,,,,
Logisticos,Galapa,6/8/2026,32,Agosto,COVEK258,Checklist T2,Vehiculo no tiene pitos de reversa no tiene conos No tiene luces traseras,,,,,,,,80%,,,,,
Logisticos,Galapa,6/8/2026,32,Agosto,COKSP232,Checklist T2,Ok,,,,,,,,80%,,,,,
Surticerveza Pacheco SAS,Galapa,6/8/2026,32,Agosto,COPSX403,Checklist T2,Carpa rota cámara lateral derecho dañada y llanta de repuesto esplotada,,,,,,,,80%,,,,,
Logisticos,Galapa,6/8/2026,32,Agosto,COJTX917,Checklist T2,retrovisores faltan lunas pitó ni funciona defensa delantera averiada,,,,,,,,80%,,,,,
Logisticos,Galapa,6/8/2026,32,Agosto,COJTX436,Checklist T2,Se deja con sus 2 carretillas no tiene cono y su KIT de aseo,,,,,,,,80%,,,,,
Logisticos,Galapa,6/8/2026,32,Agosto,COVEN023,Checklist T2,Espejo izquierdo en all estado,,,,,,,,80%,,,,,
Logisticos,Galapa,6/8/2026,32,Agosto,COJTZ359,Checklist T2,Falta espejo auxiliar izquierdo,,,,,,,,80%,,,,,
Logisticos,Galapa,6/8/2026,32,Agosto,COVEL589,Checklist T2,Plumillas en mal estado ojo,,,,,,,,80%,,,,,
Logisticos,Galapa,6/8/2026,32,Agosto,COVEL156,Checklist T2,X,,,,,,,,80%,,,,,
Logisticos,Galapa,6/8/2026,32,Agosto,COVEL156,Checklist T2,El vehículo no le carga el alternador,,,,,,,,80%,,,,,
Logisticos,Galapa,6/8/2026,32,Agosto,COVEL156,Checklist T2,El carro no está cargando el alternador,,,,,,,,80%,,,,,
Logisticos,Galapa,6/8/2026,32,Agosto,COKSP211,Checklist T2,"No tiene llanta de repuesto. 
 No tiene kit de aseo",,,,,,,,80%,,,,,
Punto Corona,Galapa,6/8/2026,32,Agosto,COKSP179,Checklist T2,No tiene conos ni llanta de repuesto,,,,,,,,80%,,,,,
Punto Corona,Galapa,6/8/2026,32,Agosto,COKSP179,Checklist T2,No tiene conos ojo no llanta de repuesto,,,,,,,,80%,,,,,
Logisticos,Galapa,6/8/2026,32,Agosto,COVEL588,Checklist T2,"No tiene cámara de reversa, espejo lateral izquierdo sin soporte, porta carretillas se está desprendiendo, puerta lado conductor no abre.",,,,,,,,80%,,,,,
Logisticos,Galapa,6/8/2026,32,Agosto,COVCM617,Checklist T2,Bien,,,,,,,,80%,,,,,
Logisticos,Galapa,6/8/2026,32,Agosto,COVEL186,Checklist T2,Igual como salio,,,,,,,,80%,,,,,
Punto Corona,Galapa,6/8/2026,32,Agosto,COVCM856,Checklist T2,"Llanta de repuesto está floja. 
 Velocímetro no funciona, por ende el odómetro no aumenta.",,,,,,,,80%,,,,,
Logisticos,Galapa,6/8/2026,32,Agosto,COVEM266,Checklist T2,Arreglar luces de la carrocería arreglar fuga de aire del motor Arreglar escalapie del lado acompañante,,,,,,,,80%,,,,,
Logisticos,Galapa,6/8/2026,32,Agosto,COVEL587,Checklist T2,Le faltan dos parales,,,,,,,,80%,,,,,
Surticerveza Pacheco SAS,Galapa,6/8/2026,32,Agosto,COLCM493,Checklist T2,No tiene planta de repuesto no tiene botiquín,,,,,,,,80%,,,,,
Logisticos,Galapa,6/8/2026,32,Agosto,COJTZ359,Checklist T2,Sin espejo auxiliar izquierdo,,,,,,,,80%,,,,,
Logisticos,Galapa,6/8/2026,32,Agosto,COJTZ359,Checklist T2,Sin espejo auxiliar izquierdo,,,,,,,,80%,,,,,
Logisticos,Galapa,6/8/2026,32,Agosto,COVCM617,Checklist T2,Sin espejo auxiliar izquierdo,,,,,,,,80%,,,,,
Logisticos,Galapa,6/8/2026,32,Agosto,COJTZ359,Checklist T2,Sin espejo auxiliar izquierdo,,,,,,,,80%,,,,,
Logisticos,Galapa,6/8/2026,32,Agosto,COVCL944,Checklist T2,Bien,,,,,,,,80%,,,,,
Logisticos,Galapa,6/8/2026,32,Agosto,COVCL944,Checklist T2,Bien,,,,,,,,80%,,,,,
Logisticos,Galapa,6/8/2026,32,Agosto,COJTX921,Checklist T2,"Deliza cloche 
 
 Fuga de aiere",,,,,,,,80%,,,,,
Logisticos,Galapa,6/8/2026,32,Agosto,COJTX917,Checklist T2,"Deslizando cloche 
 
 Fuga de aire de manguera",,,,,,,,80%,,,,,
Logisticos,Galapa,6/8/2026,32,Agosto,COLCM500,Checklist T2,Ok,,,,,,,,80%,,,,,
Punto Corona,Galapa,6/8/2026,32,Agosto,COKSP179,Checklist T2,Carro sucio,,,,,,,,80%,,,,,
Punto Corona,Galapa,6/8/2026,32,Agosto,COVCM856,Checklist T2,"Sin guaya de candado las carretillas. 
 Llanta de repuesto floja. 
 Sin kit de aseo. 
 Nivel de ACPM muy bajo.",,,,,,,,80%,,,,,
Logisticos,Galapa,6/8/2026,32,Agosto,COVEK258,Checklist T2,"Defensa delantera rayada y partida, espejo principal mal estado ambos lados, no tiene luces en la cabina, no tiene cono, la silla del medio mal estado, la plumilla del limpia vidrio no funciona lado derecho, no luces de reversa, las luces de frenó no enciende y el pitó del rever suena",,,,,,,,80%,,,,,
Logisticos,Galapa,6/8/2026,32,Agosto,COVEN030,Checklist T2,Bien salida,,,,,,,,80%,,,,,
Logisticos,Galapa,6/8/2026,32,Agosto,COVEM266,Checklist T2,Arreglar luces de la carrocería arreglar fuga de aire del motor Arreglar escalapie del lado acompañante,,,,,,,,80%,,,,,
Logisticos,Galapa,6/8/2026,32,Agosto,COVEK261,Checklist T2,Tiene fuga de aire las luces de las farolas no se ven el cinturón del medio se pega no corre,,,,,,,,80%,,,,,
Surticerveza Pacheco SAS,Galapa,6/8/2026,32,Agosto,COLJT750,Checklist T2,anexo video,,,,,,,,80%,,,,,
Logisticos,Galapa,6/8/2026,32,Agosto,COVEL156,Checklist T2,Defensa delantera con pequeños golpes llanta número 6 con un boquete,,,,,,,,80%,,,,,
Logisticos,Galapa,6/8/2026,32,Agosto,COVEK261,Checklist T2,Tiene fuga de aire las luces de las farolas no se ven el cinturón del medio se pega no corre,,,,,,,,80%,,,,,
Logisticos,Galapa,6/8/2026,32,Agosto,COVEL587,Checklist T2,Le faltan 2 parales,,,,,,,,80%,,,,,
Logisticos,Galapa,6/8/2026,32,Agosto,COKSP211,Checklist T2,Sin llanta de repuesto camara de reversa dañada direccionales derecho dañados,,,,,,,,80%,,,,,
Logisticos,Galapa,6/8/2026,32,Agosto,COLCM500,Checklist T2,Ok,,,,,,,,80%,,,,,
